ngram
black hole
scalar field
conformal field theory
conformal field
quantum field theory
effective action
boundary condition
quantum field
cosmological constant
general relativity
modulus space
low energy
central charge
gauge theory
magnetic field
finite temperature
anti-de sitter
gauge field
angular momentum
first order
open string
heterotic string
exact solution
quantum gravity
second order
n =
dimensional reduction
supersymmetric gauge theory
special case
strong coupling
effective field theory
super yang-mills
critical point
black hole solution
effective theory
free energy
fixed point
standard model
differential equation
effective potential
effective field
supersymmetric gauge
scalar field theory
supersymmetric yang-mills
other hand
supersymmetric yang-mills theory
extra dimension
electromagnetic field
higher spin
higher order
superconformal field theory
closed string
anomalous dimension
previous work
massive gravity
\cal n
flat space
super yang-mills theory
gravitational field
large class
ads/cft correspondence
higher dimension
dark energy
global symmetry
free field
superconformal field
critical exponent
bosonic string
entanglement entropy
high energy
supersymmetric theory
explicit expression
classical solution
space-time dimension
hilbert space
abelian gauge
black hole entropy
gravitational wave
electric field
non-abelian gauge
new class
conformal symmetry
recent work
scalar potential
initial condition
cosmological model
kinetic term
two-point function
spacetime dimension
explicit example
chiral symmetry
n limit
minimal model
electric charge
high temperature
infinite number
critical value
conformal invariance
energy-momentum tensor
late time
anti-de sitter space
arbitrary dimension
n=4 sym
nonlinear sigma model
einstein gravity
dark matter
recent result
arbitrary number
cosmic string
green function
minkowski space
spatial dimension
weak coupling
hole solution
tree level
black hole horizon
heterotic string theory
previous result
auxiliary field
complex structure
upper bound
boundary state
integrable system
particular case
early universe
irreducible representation
calabi-yau manifold
critical temperature
topological field theory
large number
antisymmetric tensor
first law
quantum fluctuation
topological string
low temperature
gauge symmetry
numerical result
quantum correction
harmonic oscillator
such theory
important role
dirac equation
explicit form
general solution
nonlinear sigma
yang-mills theory
matrix model
magnetic flux
noncommutative geometry
einstein equation
spontaneous symmetry
chemical potential
cosmological solution
magnetic charge
new type
previous paper
non-linear sigma model
general form
topological charge
feynman diagram
topological field
fundamental representation
integrable model
analytic continuation
gauge group
new solution
large n
black hole background
perturbative expansion
supersymmetric extension
such model
internal space
present paper
physical state
exact result
non-abelian gauge theory
general class
lower bound
finite number
supersymmetric quantum
gravitational theory
general case
cosmological perturbation
new result
external field
physical interpretation
quasinormal mode
black string
first time
gauge invariance
short distance
spontaneous breaking
conformal anomaly
spontaneous symmetry breaking
riemann surface
near horizon
holographic model
superconformal algebra
dual description
dual field
dynamical system
lorentz invariance
explicit formula
sine-gordon model
dual field theory
light-cone gauge
closed form
wide class
local operator
flat spacetime
large distance
free fermion
integral representation
noncommutative space
current algebra
gauge transformation
non-linear sigma
black hole thermodynamics
stress-energy tensor
light cone
cosmic microwave background
cosmological constant problem
recent development
complete set
lowest order
explicit construction
simple model
holographic entanglement entropy
supersymmetric quantum mechanic
classical level
three-point function
asymptotic symmetry
derivative expansion
several example
